project_name,primary_language,window_starts,window_ends,Events,NLOC,LevD,Tokens,CycC,Functions,Commits,HalEff,TS,N,E,Diam,Dens,ClustC,InD,EigG,FModR
Netflix__conductor__2020-06-11_06-17-51,Java,1543675220,1569076820,496.95,289.875,19125.575,2548.675,30.675,16.85,6.8,8002888.728973681,40,58,2036,8,0.0544464609800363,0.35723815850590707,3.103448275862069,0.09446067409888947,0.18352411596867535
netxms__netxms__2020-06-11_20-06-02,Java,1083859203,1109260803,24789.666666666668,13532.666666666666,634661.3333333334,80859,2409.3333333333335,638.6666666666666,217.33333333333337,69540179.26172623,3,3,738,2,0.6666666666666666,0,1.3333333333333333,1.999999999613422e-6,0.07536227663732067
netxms__netxms__2020-06-11_20-06-02,Java,1109260803,1134662403,23231.5,12883.5,598630,79700.5,2359.5,615,215.5,92191302.45077509,2,3,339,2,0.5,0,1,2.0000000000575113e-6,0.01830534576499693
netxms__netxms__2020-06-11_20-06-02,Java,1134662403,1160064003,23761.5,12480,568204.5,73718.5,2264,580.5,179,115420544.06018284,2,2,1157,1,1,NA,1,2.0000000000575113e-6,0.09451834560812766
netxms__netxms__2020-06-11_20-06-02,Java,1160064003,1185465603,15917.333333333334,8264,388509.6666666667,51717.666666666664,1505.3333333333333,382,115.33333333333331,100279773.9946506,3,3,3398,2,0.5,0,1,2.000000000279556e-6,0.20601221417284304
netxms__netxms__2020-06-11_20-06-02,Java,1185465603,1210867203,11171.5,6469,268817.5,41580,1190,314,99,85254662.26481181,2,2,480,1,1,NA,1,2.0000000000575113e-6,0.11359768233079366
netxms__netxms__2020-06-11_20-06-02,Java,1210867203,1236268803,15887,8613.5,360367,54809,1562.5,486.5,148,86351929.98338819,2,2,602,1,1,NA,1,2.0000000000575113e-6,0.09096686130093148
netxms__netxms__2020-06-11_20-06-02,Java,1236268803,1261670403,17648.333333333332,9565.666666666666,438702.3333333333,61539.666666666664,1580.6666666666667,548,105.66666666666669,83159316.06374346,3,3,916,2,0.6666666666666666,0,1.3333333333333333,1.999999999946489e-6,0.08542748980460206
netxms__netxms__2020-06-11_20-06-02,Java,1261670403,1287072003,16907.5,8386.5,440442,56872,1263.5,485.5,112.5,81353543.0655669,2,2,712,1,1,NA,1,2.0000000000575113e-6,0.08289541202601422
netxms__netxms__2020-06-11_20-06-02,Java,1287072003,1312473603,24626.25,12014.5,632524.75,81294.25,1831,760.5,137.75,149064960.49515098,4,4,2184,2,0.5,0,1.5,1.999999999946489e-6,0.06094674887838189
netxms__netxms__2020-06-11_20-06-02,Java,1312473603,1337875203,26961.25,14725,696819,97266.25,2167,819.25,160.5,139071554.10571665,4,5,2336,2,0.55,0.7666666666666666,2.2,0.0572559648541664,0.050173764575127
netxms__netxms__2020-06-11_20-06-02,Java,1337875203,1363276803,21585.75,9042,524407,61951.5,1539,450,153.75,86528542.96413061,4,5,1856,2,0.6,0.7666666666666666,2.4,0.04891880779840507,0.08884152020991844
netxms__netxms__2020-06-11_20-06-02,Java,1363276803,1388678403,12382.125,5167.875,296188,35524.375,759.5,262.375,90,50293538.21022811,8,10,5649,2,0.23333333333333336,0.5519047619047619,2.1,0.03228904941889632,0.14064448373404886
netxms__netxms__2020-06-11_20-06-02,Java,1388678403,1414080003,12120.57142857143,4978.285714285715,321409.71428571426,32870.857142857145,838.5714285714286,257.85714285714283,128.57142857142858,96745462.05898832,7,9,4184,3,0.2361111111111111,0.3968253968253968,1.8888888888888888,0.05275836644484233,0.21104206102579748
netxms__netxms__2020-06-11_20-06-02,Java,1414080003,1439481603,17637.25,8623.75,496377.25,60464.75,1436.75,386.25,159,138405293.13847882,4,8,3278,2,0.26785714285714285,0.5446428571428572,1.875,0.04829705803372897,0.07628443886812482
netxms__netxms__2020-06-11_20-06-02,Java,1439481603,1464883203,14117.5,7088.75,415745,49947,1232.5,338.25,155,191861387.5997799,4,8,3145,2,0.30357142857142855,0.6916666666666667,2.125,0.07803120682534503,0.147740543366879
netxms__netxms__2020-06-11_20-06-02,Java,1464883203,1490284803,15189,7191.6,411393.6,49124.6,1301,349.8,150.6,143632646.61363435,5,9,7140,2,0.2777777777777778,0.5164021164021163,2.2222222222222223,0.11295893814860204,0.1081524921377588
netxms__netxms__2020-06-11_20-06-02,Java,1490284803,1515686403,11697.666666666666,5750.5,337689.6666666667,40009.166666666664,1017.3333333333334,294.1666666666667,122.83333333333331,138637656.6763739,6,9,4399,3,0.3333333333333333,0.6246031746031746,2.6666666666666665,0.15825849297153127,0.11532955159311478
