project_name,primary_language,window_starts,window_ends,Events,NLOC,LevD,Tokens,CycC,Functions,Commits,HalEff,TS,N,E,Diam,Dens,ClustC,InD,EigG,FModR
apache__flink__2020-06-11_13-39-22,Java,1438386453.0,1463788053.0,2483.548076923077,1202.3846153846155,85102.27884615384,9604.701923076924,162.3846153846154,81.36538461538461,11.64423076923077,6922423.700615706,104,164,35967.0,6.0,0.030787071674397728,0.5590594922711758,5.0182926829268295,0.18525564641029757,0.25528980418401376
apache__flink__2020-06-11_13-39-22,Java,1463788053.0,1489189653.0,2406.387323943662,1205.4366197183099,81239.80281690141,9197.718309859154,148.72535211267606,75.23239436619718,10.626760563380282,10510400.629461244,142,227,45376.0,6.0,0.021168765350278743,0.4496482986217437,4.784140969162996,0.14571511627526823,0.22050092894457066
apache__flink__2020-06-11_13-39-22,Java,1489189653.0,1514591253.0,3340.0934579439254,1569.2803738317757,110075.95327102803,12278.364485981308,193.85981308411215,101.3177570093458,15.102803738317757,23082779.676720012,107,261,57193.0,5.0,0.019039198349543176,0.508680332141903,4.950191570881226,0.1756579270565749,0.21053491463231377
apache__flink__2020-06-11_13-39-22,Java,1514591253.0,1539992853.0,2070.644927536232,1067.876811594203,71188.68115942029,8061.760869565217,134.6231884057971,76.8695652173913,13.13768115942029,7318018.682891742,138,273,43427.0,6.0,0.01632191338073691,0.4481077545511358,4.43956043956044,0.005033213399442293,0.26813489265749846
apache__flink__2020-06-11_13-39-22,Java,1539992853.0,1565394453.0,2469.4010695187167,1355.3048128342245,84546.54010695187,9912.823529411764,185.10160427807486,109.40641711229947,13.20855614973262,8503724.49336782,187,327,55832.0,6.0,0.0154687529314647,0.3954462333702893,5.042813455657492,0.055314205830762186,0.26103441062850885
apache__flink__2020-06-11_13-39-22,Java,1565394453.0,1590796053.0,2516.3954545454544,1378.0318181818182,89006.58181818182,10598.868181818181,172.5818181818182,103.25,16.272727272727273,6586835.689703267,220,410,83091.0,6.0,0.014437354642495081,0.43383084364779734,5.904878048780488,0.04256812234588481,0.30060561460084484
apache__guacamole-server__2020-06-13_23-51-31,C,1312044628.0,1337446228.0,2314.75,932.5,68064.5,6072.5,208.75,42.25,62.0,8793599.171473585,4,4,105.0,2.0,0.3333333333333333,0.0,1.0,1.9999999997244444e-06,0.052414448751105444
apache__guacamole-server__2020-06-13_23-51-31,C,1337446228.0,1362847828.0,1212.4,470.8,33869.6,2825.0,81.2,26.2,27.8,3076139.4908765084,5,6,82.0,2.0,0.23333333333333334,0.0,1.1666666666666667,1.999999999946489e-06,0.1065699566916742
apache__guacamole-server__2020-06-13_23-51-31,C,1362847828.0,1388249428.0,6499.0,2628.6666666666665,190524.66666666666,17106.666666666668,496.3333333333333,101.0,145.0,19852158.4835608,3,7,189.0,2.0,0.2142857142857143,0.2952380952380952,1.2857142857142858,0.005278127954428724,0.019046788413798584
apache__guacamole-server__2020-06-13_23-51-31,C,1388249428.0,1413651028.0,4388.0,1818.5,131409.0,11733.0,373.5,82.0,102.5,15062454.58852285,2,5,135.0,2.0,0.25,0.0,1.0,2.0000000000575113e-06,0.11753571860303133
